model,epoch,vs_baseline_wins,vs_baseline_total,vs_baseline_winrate,vs_random_wins,vs_random_total,vs_random_winrate,vs_prev_wins,vs_prev_total,vs_prev_winrate,elo_rating,elo_smooth,baseline_smooth,random_smooth,prev_smooth
20250930_0943-EXP_id03_epoch_0135,135,0,50,0.0,575,50,1150.0,0,50,0.0,383.5545074943749,404.71161940374327,833.3333333333334,1383.3333333333333,1250.0
20251006_2307-EXP_id03_epoch_0136,136,1250,50,2500.0,825,50,1650.0,625,50,1250.0,415.2837772556245,404.68582865665456,1250.0,1383.3333333333333,833.3333333333334
20251005_2143-EXP_id03_epoch_0138,138,625,50,1250.0,475,50,950.0,625,50,1250.0,415.1437018994465,404.66066221648197,1250.0,1250.0,833.3333333333334
20250930_0944-EXP_id03_epoch_0140,140,625,50,1250.0,675,50,1350.0,1250,50,2500.0,415.00768070482667,415.1450532866326,1666.6666666666667,1316.6666666666667,1666.6666666666667
20250930_0944-EXP_id03_epoch_0142,142,0,50,0.0,650,50,1300.0,1250,50,2500.0,399.34640158357934,409.8325947292842,833.3333333333334,1200.0,2083.3333333333335
20251005_2144-EXP_id03_epoch_0144,144,0,50,0.0,650,50,1300.0,625,50,1250.0,399.5498422372506,404.6346415085522,416.6666666666667,1316.6666666666667,2083.3333333333335
20250930_0946-EXP_id03_epoch_0147,147,625,50,1250.0,600,50,1200.0,625,50,1250.0,415.28246582730355,404.7262365493778,416.6666666666667,1266.6666666666667,1666.6666666666667
20251005_2146-EXP_id03_epoch_0149,149,625,50,1250.0,575,50,1150.0,625,50,1250.0,415.14173317824856,409.99134708093425,833.3333333333334,1216.6666666666667,1250.0
20250930_0947-EXP_id03_epoch_0152,152,625,50,1250.0,700,50,1400.0,625,50,1250.0,415.00507254945336,415.14309051833516,1250.0,1250.0,1250.0
20251005_2147-EXP_id03_epoch_0154,154,0,50,0.0,775,50,1550.0,625,50,1250.0,399.3401830600927,409.8289962625982,833.3333333333334,1366.6666666666667,1250.0
20250930_0948-EXP_id03_epoch_0157,157,625,50,1250.0,625,50,1250.0,1250,50,2500.0,415.07686224344377,409.80737261766325,833.3333333333334,1400.0,1666.6666666666667
20251005_2148-EXP_id03_epoch_0159,159,0,50,0.0,600,50,1200.0,625,50,1250.0,399.40834305057257,404.608462784703,416.6666666666667,1333.3333333333333,1666.6666666666667
20250930_0949-EXP_id03_epoch_0162,162,0,50,0.0,725,50,1450.0,625,50,1250.0,399.61169265362446,404.69896598254695,416.6666666666667,1300.0,1666.6666666666667
20251005_2149-EXP_id03_epoch_0164,164,0,50,0.0,500,50,1000.0,1250,50,2500.0,399.8132637096874,399.61109980462817,0.0,1216.6666666666667,1666.6666666666667
20250930_0951-EXP_id03_epoch_0167,167,0,50,0.0,750,50,1500.0,0,50,0.0,384.01264097328567,394.47919911219924,0.0,1316.6666666666667,1250.0
20251005_2151-EXP_id03_epoch_0169,169,0,50,0.0,525,50,1050.0,0,50,0.0,384.20944827583827,389.3451176529372,0.0,1183.3333333333333,833.3333333333334
20250930_0952-EXP_id03_epoch_0172,172,0,50,0.0,525,50,1050.0,0,50,0.0,384.4033493679684,384.2084795390308,0.0,1200.0,0.0
20251005_2152-EXP_id03_epoch_0174,174,0,50,0.0,900,50,1800.0,625,50,1250.0,400.5940479891679,389.7356152109915,0.0,1300.0,416.6666666666667
20250930_0953-EXP_id03_epoch_0177,177,625,50,1250.0,825,50,1650.0,0,50,0.0,400.31936164828153,395.1055863351393,416.6666666666667,1500.0,416.6666666666667
20251005_2153-EXP_id03_epoch_0179,179,1250,50,2500.0,600,50,1200.0,1250,50,2500.0,416.14792088460723,405.68711017401887,1250.0,1550.0,1250.0
20250930_0954-EXP_id03_epoch_0182,182,1250,50,2500.0,600,50,1200.0,0,50,0.0,399.98093545428253,405.4827393290571,2083.3333333333335,1350.0,833.3333333333334
20251005_2155-EXP_id03_epoch_0184,184,625,50,1250.0,700,50,1400.0,625,50,1250.0,415.81839451369507,410.6490836175283,2083.3333333333335,1266.6666666666667,1250.0
20250930_0955-EXP_id03_epoch_0187,187,625,50,1250.0,800,50,1600.0,625,50,1250.0,415.66026988048225,410.48653328281995,1666.6666666666667,1400.0,833.3333333333334
20251005_2156-EXP_id03_epoch_0189,189,1250,50,2500.0,550,50,1100.0,0,50,0.0,399.5065182830176,410.32839422573164,1666.6666666666667,1366.6666666666667,833.3333333333334
20250930_0956-EXP_id03_epoch_0192,192,1250,50,2500.0,550,50,1100.0,625,50,1250.0,415.35708346476747,410.17462387608913,2083.3333333333335,1266.6666666666667,833.3333333333334
20251005_2157-EXP_id03_epoch_0194,194,0,50,0.0,525,50,1050.0,625,50,1250.0,399.6709462745996,404.84484934079484,1666.6666666666667,1083.3333333333333,833.3333333333334
20250930_0958-EXP_id03_epoch_0197,197,1250,50,2500.0,575,50,1150.0,0,50,0.0,399.41364717393327,404.81389230443347,1666.6666666666667,1100.0,833.3333333333334
20251005_2158-EXP_id03_epoch_0199,199,0,50,0.0,625,50,1250.0,625,50,1250.0,399.72462788507846,399.6030737778704,833.3333333333334,1150.0,833.3333333333334
20250930_0959-EXP_id03_epoch_0202,202,0,50,0.0,700,50,1400.0,625,50,1250.0,399.9251549716811,399.687810010231,833.3333333333334,1266.6666666666667,833.3333333333334
20251005_2200-EXP_id03_epoch_0204,204,625,50,1250.0,525,50,1050.0,625,50,1250.0,415.66620648116583,405.1053297793085,416.6666666666667,1233.3333333333333,1250.0
20250930_1002-EXP_id03_epoch_0207,207,625,50,1250.0,650,50,1300.0,625,50,1250.0,415.5115292783312,410.36763024372607,833.3333333333334,1250.0,1250.0
20251005_2201-EXP_id03_epoch_0209,209,0,50,0.0,600,50,1200.0,0,50,0.0,383.8173008603627,404.99834553995316,833.3333333333334,1183.3333333333333,833.3333333333334
20251005_2202-EXP_id03_epoch_0214,214,0,50,0.0,775,50,1550.0,625,50,1250.0,400.01665930813556,399.78182981560985,416.6666666666667,1350.0,833.3333333333334
20251005_2203-EXP_id03_epoch_0219,219,625,50,1250.0,525,50,1050.0,0,50,0.0,399.7582290291997,394.530729732566,416.6666666666667,1266.6666666666667,416.6666666666667
20251005_2205-EXP_id03_epoch_0224,224,0,50,0.0,625,50,1250.0,1250,50,2500.0,400.0551700054169,399.9433527809174,416.6666666666667,1283.3333333333333,1250.0
20251005_2206-EXP_id03_epoch_0229,229,0,50,0.0,675,50,1350.0,625,50,1250.0,400.2511105929338,400.0215032091835,416.6666666666667,1216.6666666666667,1250.0
20251005_2207-EXP_id03_epoch_0234,234,625,50,1250.0,525,50,1050.0,0,50,0.0,399.99033229181015,400.0988709633869,416.6666666666667,1216.6666666666667,1250.0
20251005_2209-EXP_id03_epoch_0239,239,1250,50,2500.0,500,50,1000.0,0,50,0.0,399.8259410781708,400.0224613209716,1250.0,1133.3333333333333,416.6666666666667
20251005_2210-EXP_id03_epoch_0244,244,0,50,0.0,600,50,1200.0,0,50,0.0,384.118820875163,394.6450314150479,1250.0,1083.3333333333333,0.0
20251005_2211-EXP_id03_epoch_0249,249,0,50,0.0,650,50,1300.0,0,50,0.0,384.3136802700208,389.4194807411182,833.3333333333334,1166.6666666666667,0.0
20251005_2212-EXP_id03_epoch_0254,254,625,50,1250.0,700,50,1400.0,625,50,1250.0,416.05344147035913,394.82864753851436,416.6666666666667,1300.0,416.6666666666667
20251005_2214-EXP_id03_epoch_0259,259,625,50,1250.0,550,50,1100.0,0,50,0.0,399.8869843327666,400.0847020243821,833.3333333333334,1266.6666666666667,416.6666666666667
20251005_2215-EXP_id03_epoch_0264,264,625,50,1250.0,600,50,1200.0,1250,50,2500.0,415.72496097325296,410.55512892545954,1250.0,1233.3333333333333,1250.0
20251005_2216-EXP_id03_epoch_0269,269,0,50,0.0,575,50,1150.0,625,50,1250.0,400.0181556559853,405.2100336540016,833.3333333333334,1150.0,1250.0
20251005_2217-EXP_id03_epoch_0274,274,0,50,0.0,600,50,1200.0,625,50,1250.0,400.2144910160016,405.31920254841333,416.6666666666667,1183.3333333333333,1666.6666666666667
20251005_2219-EXP_id03_epoch_0279,279,625,50,1250.0,575,50,1150.0,0,50,0.0,399.95781459809393,400.0634870900269,416.6666666666667,1166.6666666666667,833.3333333333334
20251005_2220-EXP_id03_epoch_0284,284,625,50,1250.0,550,50,1100.0,1250,50,2500.0,415.7935037328356,405.32193644897706,833.3333333333334,1150.0,1250.0
20251005_2221-EXP_id03_epoch_0289,289,0,50,0.0,525,50,1050.0,1250,50,2500.0,400.08278962895037,405.27803598662666,833.3333333333334,1100.0,1666.6666666666667
20251005_2222-EXP_id03_epoch_0294,294,0,50,0.0,575,50,1150.0,0,50,0.0,384.2780179069225,400.05143708956956,416.6666666666667,1100.0,1666.6666666666667
20251005_2224-EXP_id03_epoch_0299,299,625,50,1250.0,600,50,1200.0,625,50,1250.0,416.02171666188383,400.12750806591885,416.6666666666667,1133.3333333333333,1250.0
20251005_2225-EXP_id03_epoch_0304,304,625,50,1250.0,750,50,1500.0,1250,50,2500.0,415.8553459087361,405.3850268258475,833.3333333333334,1283.3333333333333,1250.0
20251005_2226-EXP_id03_epoch_0309,309,0,50,0.0,650,50,1300.0,625,50,1250.0,400.1410083140442,410.67269029488807,833.3333333333334,1333.3333333333333,1666.6666666666667
20251005_2227-EXP_id03_epoch_0314,314,625,50,1250.0,525,50,1050.0,625,50,1250.0,415.88805095172717,410.62813505816916,833.3333333333334,1283.3333333333333,1666.6666666666667
20251005_2229-EXP_id03_epoch_0319,319,0,50,0.0,500,50,1000.0,0,50,0.0,384.1718863234245,400.0669818630652,416.6666666666667,1116.6666666666667,833.3333333333334
20251005_2230-EXP_id03_epoch_0324,324,0,50,0.0,700,50,1400.0,625,50,1250.0,400.3654791517192,400.14180547562364,416.6666666666667,1150.0,833.3333333333334
20251005_2231-EXP_id03_epoch_0329,329,0,50,0.0,700,50,1400.0,625,50,1250.0,400.5555863065735,395.03098392723905,0.0,1266.6666666666667,833.3333333333334
20251005_2232-EXP_id03_epoch_0334,334,1250,50,2500.0,700,50,1400.0,625,50,1250.0,416.2965314549042,405.73919897106566,833.3333333333334,1400.0,1250.0
20251005_2233-EXP_id03_epoch_0339,339,625,50,1250.0,475,50,950.0,625,50,1250.0,416.12243674905284,410.9915181701769,1250.0,1250.0,1250.0
20251005_2235-EXP_id03_epoch_0344,344,0,50,0.0,725,50,1450.0,625,50,1250.0,400.39767774685515,410.938881983604,1250.0,1266.6666666666667,1250.0
20251005_2236-EXP_id03_epoch_0349,349,0,50,0.0,475,50,950.0,1250,50,2500.0,400.5870368812833,405.7023837923971,416.6666666666667,1116.6666666666667,1666.6666666666667
20251005_2237-EXP_id03_epoch_0354,354,1250,50,2500.0,650,50,1300.0,1250,50,2500.0,416.32860936540783,405.7711079978488,833.3333333333334,1233.3333333333333,2083.3333333333335
20251005_2238-EXP_id03_epoch_0359,359,0,50,0.0,575,50,1150.0,625,50,1250.0,400.59718404750106,405.83761009806403,833.3333333333334,1133.3333333333333,2083.3333333333335
20251005_2239-EXP_id03_epoch_0364,364,0,50,0.0,575,50,1150.0,625,50,1250.0,400.7824900325852,405.90276114849803,833.3333333333334,1200.0,1666.6666666666667
20251005_2241-EXP_id03_epoch_0369,369,1250,50,2500.0,500,50,1000.0,625,50,1250.0,416.52093712526846,405.96687040178494,833.3333333333334,1100.0,1250.0
20251005_2242-EXP_id03_epoch_0374,374,1250,50,2500.0,675,50,1350.0,625,50,1250.0,416.3407997433209,411.2147423003915,1666.6666666666667,1166.6666666666667,1250.0
20251005_2243-EXP_id03_epoch_0379,379,625,50,1250.0,675,50,1350.0,0,50,0.0,400.16503146158635,411.0089227767252,2083.3333333333335,1233.3333333333333,833.3333333333334
20251005_2245-EXP_id03_epoch_0384,384,0,50,0.0,625,50,1250.0,0,50,0.0,384.4358295203146,400.3138869084073,1250.0,1316.6666666666667,416.6666666666667
20251005_2246-EXP_id03_epoch_0389,389,1250,50,2500.0,750,50,1500.0,1250,50,2500.0,416.18242218449205,400.26109438879763,1250.0,1366.6666666666667,833.3333333333334
20251005_2247-EXP_id03_epoch_0394,394,625,50,1250.0,500,50,1000.0,1250,50,2500.0,416.01047871293093,405.54291013924586,1250.0,1250.0,1666.6666666666667
20251005_2248-EXP_id03_epoch_0399,399,625,50,1250.0,575,50,1150.0,625,50,1250.0,415.8429639578429,416.01195495175534,1666.6666666666667,1216.6666666666667,2083.3333333333335
20251005_2250-EXP_id03_epoch_0404,404,0,50,0.0,700,50,1400.0,0,50,0.0,384.12088113127027,405.3247746006814,833.3333333333334,1183.3333333333333,1250.0
20251005_2251-EXP_id03_epoch_0409,409,625,50,1250.0,650,50,1300.0,0,50,0.0,399.87428027508105,399.94604178806475,833.3333333333334,1283.3333333333333,416.6666666666667
20251005_2252-EXP_id03_epoch_0414,414,625,50,1250.0,550,50,1100.0,625,50,1250.0,415.7102028364592,399.9017880809368,833.3333333333334,1266.6666666666667,416.6666666666667
20251005_2254-EXP_id03_epoch_0419,419,0,50,0.0,625,50,1250.0,625,50,1250.0,399.99065714487466,405.19171341880497,833.3333333333334,1216.6666666666667,833.3333333333334
20251005_2255-EXP_id03_epoch_0424,424,625,50,1250.0,500,50,1000.0,0,50,0.0,399.74704675237956,405.1493022445711,833.3333333333334,1116.6666666666667,833.3333333333334
20251005_2255-EXP_id03_epoch_0426,426,625,50,1250.0,725,50,1450.0,625,50,1250.0,415.58622729350907,405.1079770635877,833.3333333333334,1233.3333333333333,833.3333333333334
